"Get_diningTable","Successfully","2022-05-10T21:11:36.726"
"Get_list_dishType","Successfully","2022-05-10T21:16:20.195"
"Get_list_dishType","Successfully","2022-05-10T21:16:20.195"
"Get_list_dishType","Successfully","2022-05-10T21:16:20.195"
"Get_list_dishType","Successfully","2022-05-10T21:16:20.195"
"Get_list_area","Successfully","2022-05-10T21:16:20.278"
"Get_list_notification","Successfully","2022-05-10T21:16:28.580"
"Get_list_notification","Successfully","2022-05-10T21:16:29.811"
"Get_list_dishType","Successfully","2022-05-10T21:16:29.937"
"Get_list_area","Successfully","2022-05-10T21:16:36.572"
"Get_list_diningTable","Successfully","2022-05-10T21:16:36.574"
"Get_list_diningTable","Successfully","2022-05-10T21:16:36.574"
"Get_list_diningTable","Successfully","2022-05-10T21:16:36.574"
"Get_list_dishType","Successfully","2022-05-10T21:16:38.342"
"Get_list_dishType","Successfully","2022-05-10T21:16:38.342"
"Get_list_dish","Successfully","2022-05-10T21:16:38.556"
"Get_list_area","Successfully","2022-05-10T21:16:38.783"
"Get_list_diningTable","Successfully","2022-05-10T21:16:38.792"
"Get_list_diningTable","Successfully","2022-05-10T21:16:38.826"
"Get_list_notification","Successfully","2022-05-10T21:16:39.655"
"Get_list_notification","Successfully","2022-05-10T21:16:39.656"
"Get_list_notification","Successfully","2022-05-10T21:16:40.201"
"Get_list_notification","Successfully","2022-05-10T21:16:40.279"
"Get_list_notification","Successfully","2022-05-10T21:16:45.778"
"Get_list_area","Successfully","2022-05-10T21:16:53.801"
"Get_list_area","Successfully","2022-05-10T21:16:53.801"
"Get_list_area","Successfully","2022-05-10T21:16:53.801"
"Get_list_diningTable","Successfully","2022-05-10T21:16:53.858"
"Get_list_diningTable","Successfully","2022-05-10T21:16:53.858"
"Get_list_notification","Successfully","2022-05-10T21:16:56.097"
"Get_list_notification","Successfully","2022-05-10T21:17:05.980"
"Get_list_notification","Successfully","2022-05-10T21:17:15.812"
"Get_list_notification","Successfully","2022-05-10T21:17:25.804"
"Get_list_notification","Successfully","2022-05-10T21:17:35.844"
"Get_list_notification","Successfully","2022-05-10T21:17:45.828"
"Get_list_dishType","Successfully","2022-05-10T21:18:56.437"
"Get_list_notification","Successfully","2022-05-10T21:18:56.448"
"Get_list_notification","Successfully","2022-05-10T21:18:56.744"
"Get_list_notification","Successfully","2022-05-10T21:18:56.745"
"Get_list_notification","Successfully","2022-05-10T21:20:25.509285300"
"Get_list_notification","Successfully","2022-05-10T21:20:34.926520200"
"Get_list_dishType","Successfully","2022-05-10T21:20:37.718009900"
"Get_list_dish","Successfully","2022-05-10T21:20:37.720963300"
"Get_list_area","Successfully","2022-05-10T21:20:37.729722300"
"Get_list_diningTable","Successfully","2022-05-10T21:20:37.734603900"
"Get_list_diningTable","Successfully","2022-05-10T21:20:37.746314500"
"Get_list_dishType","Successfully","2022-05-10T21:20:41.619268200"
"Get_list_area","Successfully","2022-05-10T21:20:41.621219600"
"Get_list_dish","Successfully","2022-05-10T21:20:41.631959100"
"Get_list_diningTable","Successfully","2022-05-10T21:20:41.639765900"
"Get_list_diningTable","Successfully","2022-05-10T21:20:41.639765900"
"Get_list_notification","Successfully","2022-05-10T21:20:44.950665400"
"Get_list_area","Successfully","2022-05-10T21:20:45.229794"
"Get_list_diningTable","Successfully","2022-05-10T21:20:45.237608100"
"Get_list_diningTable","Successfully","2022-05-10T21:20:45.256146900"
"Get_list_dishType","Successfully","2022-05-10T21:20:45.264929500"
"Get_list_dish","Successfully","2022-05-10T21:20:45.274690"
"Get_list_dishType","Successfully","2022-05-10T21:20:48.034009700"
"Get_list_dishType","Successfully","2022-05-10T21:20:48.034009700"
"Get_list_dishType","Successfully","2022-05-10T21:20:48.034009700"
"Get_list_diningTable","Successfully","2022-05-10T21:20:48.043772600"
"Get_list_diningTable","Successfully","2022-05-10T21:20:48.043772600"
"Get_list_notification","Successfully","2022-05-10T21:20:54.960039500"
"Get_list_notification","Successfully","2022-05-10T21:21:04.960172300"
"Get_dish","Successfully","2022-05-10T21:21:07.088318700"
"Get_dish","Successfully","2022-05-10T21:21:12.900274500"
"Get_list_notification","Successfully","2022-05-10T21:21:15.666217700"
"Get_list_notification","Successfully","2022-05-10T21:21:25.665759100"
,,"2022-05-10T21:21:29.434942"
"Get_resource","Successfully","2022-05-10T21:21:29.724642600"
"Add notification","Successfully","2022-05-10T21:21:29.738306700"
"Get_resource","Successfully","2022-05-10T21:21:29.748067100"
"Update","Successfully","2022-05-10T21:21:29.913357800"
"Update","Successfully","2022-05-10T21:21:29.913357800"
"Add diningTable","Successfully","2022-05-10T21:21:29.922140900"
"Get_resource","Successfully","2022-05-10T21:21:29.950443600"
"Add dish","Successfully","2022-05-10T21:21:29.962152500"
"Add dish","Successfully","2022-05-10T21:21:29.968008"
"Get_list_dishType","Successfully","2022-05-10T21:21:29.977768"
"Get_list_dish","Successfully","2022-05-10T21:21:29.983624500"
"Get_list_area","Successfully","2022-05-10T21:21:30.099769900"
"Get_list_diningTable","Successfully","2022-05-10T21:21:30.134904900"
"Get_list_diningTable","Successfully","2022-05-10T21:21:30.137834300"
"Update","Successfully","2022-05-10T21:21:30.569454800"
"Update","Successfully","2022-05-10T21:21:30.569454800"
"Update","Successfully","2022-05-10T21:21:30.569454800"
"Update","Successfully","2022-05-10T21:21:30.569454800"
"Update","Successfully","2022-05-10T21:21:30.590940600"
"Update","Successfully","2022-05-10T21:21:30.595819"
"Get_list_dish","Successfully","2022-05-10T21:21:32.326044800"
"Get_list_dish","Successfully","2022-05-10T21:21:32.326044800"
"Get_list_area","Successfully","2022-05-10T21:21:32.327020"
"Get_list_diningTable","Successfully","2022-05-10T21:21:32.331906"
"Get_list_diningTable","Successfully","2022-05-10T21:21:32.334829800"
"Get_list_notification","Successfully","2022-05-10T21:21:35.675601100"
"Get_list_dishType","Successfully","2022-05-10T21:21:35.702931"
"Get_list_dish","Successfully","2022-05-10T21:21:35.706840300"
"Get_list_diningTable","Successfully","2022-05-10T21:21:35.710741100"
"Get_list_area","Successfully","2022-05-10T21:21:35.775155500"
"Get_list_diningTable","Successfully","2022-05-10T21:21:35.900083600"
"Get_list_dish","Successfully","2022-05-10T21:21:38.309359"
"Get_list_area","Successfully","2022-05-10T21:21:38.312290"
"Get_list_area","Successfully","2022-05-10T21:21:38.312290"
"Get_list_diningTable","Successfully","2022-05-10T21:21:38.318937700"
"Get_list_dishType","Successfully","2022-05-10T21:21:38.880340400"
"Get_list_notification","Successfully","2022-05-10T21:21:45.676939600"
"Get_list_diningTable","Successfully","2022-05-10T21:21:53.232923100"
"Get_list_diningTable","Successfully","2022-05-10T21:21:53.232923100"
"Get_list_dishType","Successfully","2022-05-10T21:21:53.255368900"
"Get_list_dish","Successfully","2022-05-10T21:21:53.256345900"
"Get_list_dish","Successfully","2022-05-10T21:21:53.256345900"
"Get_list_drink","Successfully","2022-05-10T21:21:53.621376200"
"Get_list_area","Successfully","2022-05-10T21:21:53.623328800"
"Get_list_diningTable","Successfully","2022-05-10T21:21:53.638941900"
"Get_list_order","Successfully","2022-05-10T21:21:53.647723700"
"Get_order","Successfully","2022-05-10T21:21:54.446357300"
"Get_order","Successfully","2022-05-10T21:21:54.446357300"
"Get_list_notification","Successfully","2022-05-10T21:21:55.698004300"
"Get_list_notification","Successfully","2022-05-10T21:22:05.710049600"
"Get_list_notification","Successfully","2022-05-10T21:22:15.687678300"
"Get_list_notification","Successfully","2022-05-10T21:22:25.686569400"
"Get_list_notification","Successfully","2022-05-10T21:22:35.734271900"
"Get_list_notification","Successfully","2022-05-10T21:22:45.754118400"
"Get_list_notification","Successfully","2022-05-10T21:22:55.760337600"
"Get_list_notification","Successfully","2022-05-10T21:23:05.766076200"
"Get_list_notification","Successfully","2022-05-10T21:23:15.789256300"
"Get_list_notification","Successfully","2022-05-10T21:23:25.765009200"
"Get_list_notification","Successfully","2022-05-10T21:23:35.788897800"
"Get_list_notification","Successfully","2022-05-10T21:23:45.812155700"
"Get_list_notification","Successfully","2022-05-10T21:23:55.818960700"
"Get_list_notification","Successfully","2022-05-10T21:24:05.825808400"
"Get_list_notification","Successfully","2022-05-10T21:24:15.829749600"
"Get_list_dishType","Successfully","2022-05-10T21:24:21.147556100"
"Get_list_diningTable","Successfully","2022-05-10T21:24:21.150484800"
"Get_list_diningTable","Successfully","2022-05-10T21:24:21.150484800"
"Get_list_area","Successfully","2022-05-10T21:24:21.151462700"
"Get_list_diningTable","Successfully","2022-05-10T21:24:21.152438300"
"Get_list_notification","Successfully","2022-05-10T21:24:25.842577200"
"Get_list_notification","Successfully","2022-05-10T21:24:35.845482300"
"Get_list_notification","Successfully","2022-05-10T21:24:45.853642400"
"Get_list_notification","Successfully","2022-05-10T21:24:55.844572400"
